,age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,y
7003,30,admin.,married,high.school,no,yes,no,cellular,may,tue,16.0,5,999,0,nonexistent,no
7004,41,management,married,unknown,unknown,no,yes,telephone,jun,thu,636.0,1,999,0,nonexistent,yes
7005,36,self-employed,single,university.degree,no,yes,no,telephone,may,mon,39.0,6,999,0,nonexistent,no
7006,35,services,married,professional.course,no,yes,no,cellular,apr,thu,218.0,2,6,1,success,yes
7007,29,technician,single,professional.course,unknown,yes,yes,cellular,nov,thu,895.0,1,999,1,failure,no
7008,29,technician,married,professional.course,no,no,yes,cellular,aug,fri,370.0,2,999,0,nonexistent,no
7009,37,technician,married,high.school,no,yes,no,telephone,jun,tue,267.0,3,999,0,nonexistent,no
7010,32,technician,single,university.degree,no,yes,no,cellular,aug,mon,90.0,1,999,0,nonexistent,no
7011,34,admin.,married,university.degree,unknown,yes,no,cellular,aug,tue,148.0,1,999,0,nonexistent,no
7012,44,blue-collar,single,basic.9y,no,yes,no,cellular,apr,tue,581.0,2,999,0,nonexistent,no
7013,36,management,married,university.degree,no,no,no,cellular,may,fri,117.0,1,999,0,nonexistent,no
7014,33,blue-collar,single,high.school,no,no,no,cellular,mar,wed,278.0,2,999,0,nonexistent,yes
7015,28,admin.,married,high.school,no,no,no,telephone,jun,mon,108.0,2,999,0,nonexistent,no
7016,65,admin.,married,university.degree,no,yes,no,cellular,may,fri,407.0,3,999,1,failure,yes
7017,29,services,married,high.school,unknown,unknown,unknown,cellular,may,wed,141.0,2,999,0,nonexistent,no
7018,30,blue-collar,single,basic.9y,no,no,no,cellular,may,fri,193.0,2,999,0,nonexistent,no
7019,42,admin.,married,university.degree,no,no,yes,cellular,jul,thu,56.0,25,999,0,nonexistent,no
7020,51,services,married,high.school,no,yes,no,telephone,may,wed,114.0,1,999,0,nonexistent,no
7021,30,student,single,unknown,no,no,yes,telephone,mar,tue,255.0,1,3,2,success,yes
7022,33,admin.,divorced,university.degree,no,no,no,cellular,may,wed,699.0,1,999,0,nonexistent,no
7023,54,admin.,married,high.school,no,no,no,cellular,apr,mon,220.0,1,12,1,success,no
7024,39,services,single,high.school,no,no,no,cellular,nov,thu,148.0,4,999,0,nonexistent,no
7025,48,blue-collar,married,basic.9y,no,no,no,telephone,may,thu,187.0,4,999,0,nonexistent,no
7026,30,admin.,married,university.degree,no,yes,yes,telephone,may,fri,182.0,1,999,0,nonexistent,no
7027,27,services,single,high.school,no,no,no,cellular,jul,thu,377.0,3,999,0,nonexistent,no
7028,33,admin.,married,basic.9y,no,yes,no,telephone,may,tue,235.0,1,999,0,nonexistent,no
7029,50,housemaid,married,basic.9y,no,yes,no,cellular,may,mon,16.0,6,999,0,nonexistent,no
7030,39,management,married,basic.6y,unknown,no,no,telephone,may,tue,27.0,1,999,0,nonexistent,no
7031,37,technician,married,university.degree,no,no,no,cellular,nov,mon,119.0,1,999,3,failure,no
7032,56,housemaid,married,basic.4y,no,yes,no,cellular,apr,mon,325.0,1,999,0,nonexistent,yes
7033,26,self-employed,married,university.degree,no,no,no,telephone,may,thu,13.0,1,999,0,nonexistent,no
7034,37,blue-collar,married,basic.9y,unknown,no,no,telephone,may,thu,422.0,2,999,0,nonexistent,no
7035,27,admin.,single,university.degree,no,no,no,telephone,oct,tue,540.0,1,999,0,nonexistent,yes
7036,40,technician,married,university.degree,no,no,no,telephone,may,fri,338.0,3,999,0,nonexistent,no
7037,39,management,married,basic.9y,no,no,no,telephone,jun,wed,255.0,2,999,0,nonexistent,no
7038,40,blue-collar,divorced,unknown,unknown,no,no,cellular,apr,wed,149.0,1,999,0,nonexistent,no
7039,42,admin.,married,university.degree,no,yes,no,cellular,aug,tue,130.0,2,999,0,nonexistent,no
7040,29,blue-collar,single,professional.course,no,no,no,telephone,jun,fri,86.0,2,999,0,nonexistent,no
7041,34,technician,married,professional.course,unknown,no,yes,telephone,may,wed,187.0,4,999,0,nonexistent,no
7042,29,admin.,single,university.degree,no,no,yes,telephone,jul,mon,1130.0,8,999,0,nonexistent,yes
7043,33,admin.,divorced,high.school,no,no,no,cellular,aug,tue,271.0,3,999,0,nonexistent,no
7044,46,blue-collar,married,basic.6y,no,yes,yes,cellular,jul,thu,94.0,2,999,0,nonexistent,no
7045,28,admin.,single,university.degree,no,yes,no,cellular,jul,tue,476.0,2,999,0,nonexistent,no
7046,40,technician,married,professional.course,no,no,no,cellular,aug,mon,40.0,9,999,0,nonexistent,no
7047,76,retired,married,university.degree,no,no,no,cellular,dec,thu,103.0,1,999,1,failure,no
7048,38,services,married,basic.9y,no,no,no,cellular,jun,fri,140.0,2,999,0,nonexistent,no
7049,57,blue-collar,divorced,unknown,unknown,no,no,telephone,jun,mon,68.0,1,999,0,nonexistent,no
7050,28,admin.,single,university.degree,no,yes,no,cellular,jul,thu,13.0,10,999,0,nonexistent,no
7051,44,admin.,married,high.school,no,no,no,cellular,aug,mon,126.0,1,999,0,nonexistent,no
7052,49,services,divorced,high.school,no,yes,no,cellular,jul,tue,146.0,1,999,0,nonexistent,no
7053,44,admin.,divorced,university.degree,no,yes,no,telephone,jun,fri,25.0,6,999,0,nonexistent,no
7054,34,self-employed,single,university.degree,no,yes,no,telephone,apr,tue,118.0,6,999,0,nonexistent,no
7055,28,admin.,single,high.school,no,no,no,telephone,may,wed,27.0,2,999,0,nonexistent,no
7056,27,blue-collar,single,basic.9y,no,yes,no,cellular,may,tue,352.0,1,999,0,nonexistent,no
7057,30,services,single,high.school,no,no,no,cellular,nov,mon,88.0,1,999,0,nonexistent,no
7058,30,admin.,married,high.school,no,no,no,telephone,jun,thu,92.0,2,999,0,nonexistent,no
7059,31,blue-collar,married,basic.6y,unknown,yes,no,telephone,may,wed,121.0,2,999,0,nonexistent,no
7060,34,admin.,single,university.degree,no,no,no,cellular,apr,tue,142.0,1,999,0,nonexistent,yes
7061,58,admin.,single,university.degree,no,yes,no,cellular,may,tue,851.0,1,999,0,nonexistent,yes
7062,38,admin.,single,university.degree,no,no,no,telephone,may,tue,574.0,5,999,0,nonexistent,no
7063,57,self-employed,married,unknown,unknown,yes,no,telephone,jun,tue,279.0,1,999,0,nonexistent,no
7064,32,management,married,university.degree,no,no,no,cellular,aug,wed,500.0,1,999,0,nonexistent,no
7065,31,admin.,single,university.degree,unknown,yes,no,cellular,aug,thu,67.0,1,999,0,nonexistent,no
7066,28,technician,single,professional.course,no,yes,no,cellular,jul,tue,167.0,2,6,1,success,no
7067,30,blue-collar,married,basic.6y,no,no,no,telephone,may,wed,124.0,1,999,0,nonexistent,no
7068,38,technician,married,professional.course,no,yes,no,telephone,may,tue,76.0,1,999,0,nonexistent,no
7069,35,services,married,high.school,no,yes,no,telephone,jun,fri,582.0,11,999,0,nonexistent,no
7070,51,retired,married,basic.9y,unknown,yes,no,cellular,jul,fri,276.0,1,999,0,nonexistent,no
7071,40,admin.,married,high.school,unknown,no,no,telephone,jun,tue,675.0,5,999,0,nonexistent,no
7072,27,technician,single,basic.9y,unknown,no,no,cellular,jul,fri,171.0,7,999,0,nonexistent,no
7073,31,housemaid,single,university.degree,no,no,no,cellular,nov,mon,159.0,4,999,0,nonexistent,no
7074,47,technician,divorced,professional.course,no,no,yes,cellular,jul,fri,43.0,7,999,0,nonexistent,no
7075,33,admin.,single,university.degree,no,yes,no,telephone,oct,thu,166.0,3,6,2,success,yes
7076,27,services,single,university.degree,no,yes,no,cellular,mar,mon,111.0,3,999,0,nonexistent,no
7077,27,self-employed,single,university.degree,no,yes,yes,telephone,jun,wed,161.0,1,999,0,nonexistent,no
7078,35,blue-collar,married,basic.6y,no,yes,no,cellular,may,fri,265.0,1,999,0,nonexistent,no
7079,55,blue-collar,married,basic.9y,unknown,no,no,cellular,nov,tue,63.0,2,999,0,nonexistent,no
7080,49,management,single,basic.4y,unknown,yes,no,cellular,jul,wed,592.0,1,999,0,nonexistent,no
7081,51,admin.,married,professional.course,no,yes,no,telephone,may,fri,78.0,2,999,0,nonexistent,no
7082,55,admin.,married,high.school,no,no,no,telephone,may,thu,94.0,1,999,0,nonexistent,no
7083,59,housemaid,married,unknown,no,no,no,telephone,may,mon,175.0,2,999,0,nonexistent,no
7084,34,self-employed,married,illiterate,no,yes,no,cellular,nov,thu,113.0,1,999,1,failure,no
7085,36,technician,married,professional.course,no,yes,no,cellular,may,fri,157.0,4,999,0,nonexistent,no
7086,38,admin.,single,university.degree,no,yes,no,cellular,aug,mon,417.0,5,999,0,nonexistent,no
7087,21,services,single,high.school,no,yes,no,telephone,jul,wed,198.0,1,999,0,nonexistent,no
7088,29,blue-collar,married,basic.9y,no,yes,no,cellular,jul,mon,808.0,1,999,0,nonexistent,no
7089,51,entrepreneur,married,basic.4y,no,no,no,telephone,may,tue,446.0,2,999,0,nonexistent,no
7090,31,admin.,single,university.degree,no,no,no,cellular,aug,thu,331.0,2,999,0,nonexistent,no
7091,39,admin.,single,basic.9y,unknown,no,yes,cellular,jul,wed,94.0,4,999,0,nonexistent,no
7092,33,self-employed,married,university.degree,no,yes,no,cellular,apr,thu,233.0,1,999,0,nonexistent,yes
7093,62,blue-collar,married,basic.4y,no,yes,no,cellular,nov,mon,152.0,1,6,1,success,no
7094,29,technician,married,professional.course,no,no,no,cellular,jul,mon,328.0,1,999,0,nonexistent,no
7095,53,admin.,divorced,university.degree,unknown,no,no,telephone,may,mon,287.0,1,999,0,nonexistent,no
7096,42,admin.,single,university.degree,no,yes,no,telephone,may,fri,87.0,1,999,0,nonexistent,no
7097,26,blue-collar,married,basic.9y,unknown,no,no,cellular,jul,tue,90.0,1,999,0,nonexistent,no
7098,38,management,married,high.school,unknown,no,no,telephone,may,thu,879.0,2,999,0,nonexistent,no
7099,53,services,divorced,basic.9y,no,yes,no,cellular,jul,fri,503.0,2,999,0,nonexistent,no
7100,56,blue-collar,married,basic.4y,unknown,no,no,telephone,jun,fri,84.0,2,999,0,nonexistent,no
7101,31,blue-collar,married,basic.9y,no,no,no,cellular,nov,wed,96.0,1,999,0,nonexistent,no
7102,45,blue-collar,married,basic.9y,unknown,no,no,telephone,may,fri,222.0,9,999,0,nonexistent,no
7103,35,admin.,divorced,university.degree,no,no,no,cellular,nov,fri,263.0,6,999,0,nonexistent,no
7104,52,services,married,basic.6y,no,yes,no,cellular,may,wed,169.0,2,999,0,nonexistent,no
7105,47,admin.,married,university.degree,no,yes,no,cellular,aug,tue,653.0,5,999,0,nonexistent,no
7106,46,admin.,married,university.degree,no,no,no,telephone,may,thu,430.0,2,999,0,nonexistent,no
7107,88,retired,divorced,basic.4y,no,yes,no,cellular,mar,wed,126.0,1,999,0,nonexistent,yes
7108,31,admin.,married,high.school,no,no,no,telephone,jun,mon,346.0,2,999,0,nonexistent,no
7109,42,self-employed,married,university.degree,no,no,no,telephone,may,fri,493.0,2,999,0,nonexistent,no
7110,50,blue-collar,married,unknown,unknown,yes,no,telephone,may,fri,81.0,2,999,0,nonexistent,no
7111,41,unemployed,single,high.school,no,no,no,cellular,jul,wed,197.0,1,999,0,nonexistent,no
7112,57,technician,married,basic.4y,unknown,no,no,telephone,may,thu,122.0,1,999,0,nonexistent,no
7113,27,admin.,single,professional.course,no,no,no,cellular,jul,tue,803.0,2,999,0,nonexistent,yes
7114,52,services,single,high.school,no,yes,no,telephone,jun,wed,324.0,1,999,0,nonexistent,no
7115,65,retired,married,basic.4y,no,yes,no,cellular,aug,tue,197.0,2,999,1,failure,no
7116,63,retired,married,high.school,no,no,no,cellular,oct,wed,1386.0,1,999,0,nonexistent,no
7117,31,admin.,married,university.degree,no,yes,no,cellular,nov,thu,188.0,2,999,0,nonexistent,no
7118,21,student,single,high.school,no,yes,no,telephone,jun,tue,30.0,1,14,2,success,no
7119,22,student,single,basic.6y,no,yes,no,cellular,aug,thu,293.0,2,4,2,success,yes
7120,26,unknown,single,basic.9y,no,yes,yes,cellular,may,mon,64.0,1,3,1,success,no
7121,38,blue-collar,married,basic.4y,no,yes,no,cellular,nov,thu,163.0,2,999,0,nonexistent,no
7122,31,blue-collar,married,basic.9y,no,yes,no,cellular,may,thu,172.0,1,999,0,nonexistent,no
7123,52,blue-collar,married,basic.4y,no,no,no,telephone,aug,thu,4199.0,3,999,0,nonexistent,yes
7124,26,admin.,married,high.school,no,no,no,telephone,jun,fri,120.0,6,999,0,nonexistent,no
7125,59,management,married,university.degree,no,no,yes,cellular,aug,mon,168.0,3,999,0,nonexistent,no
7126,36,management,married,high.school,unknown,yes,no,cellular,nov,thu,74.0,1,999,0,nonexistent,no
7127,44,self-employed,married,high.school,unknown,no,no,cellular,jul,fri,175.0,11,999,0,nonexistent,no
7128,56,blue-collar,married,basic.4y,unknown,yes,no,cellular,jul,tue,335.0,2,999,0,nonexistent,no
7129,36,services,single,high.school,no,no,no,cellular,may,wed,15.0,7,999,0,nonexistent,no
7130,46,admin.,married,basic.6y,no,yes,no,cellular,apr,thu,513.0,1,999,0,nonexistent,no
7131,26,blue-collar,married,basic.9y,no,no,no,cellular,jul,wed,366.0,1,999,0,nonexistent,no
7132,48,admin.,married,university.degree,no,yes,no,cellular,aug,wed,203.0,7,999,0,nonexistent,no
7133,36,admin.,married,basic.9y,no,no,no,cellular,may,fri,159.0,1,999,1,failure,no
7134,38,technician,single,professional.course,no,yes,yes,cellular,may,mon,15.0,9,999,0,nonexistent,no
7135,37,services,single,basic.9y,no,no,no,cellular,may,tue,37.0,1,999,0,nonexistent,no
7136,30,technician,single,professional.course,no,no,no,cellular,jul,tue,163.0,1,999,0,nonexistent,no
7137,37,entrepreneur,married,university.degree,unknown,yes,no,telephone,jun,fri,460.0,8,999,0,nonexistent,no
7138,68,retired,married,high.school,no,yes,no,cellular,apr,mon,194.0,1,999,0,nonexistent,yes
7139,50,technician,married,basic.6y,unknown,no,no,cellular,may,tue,36.0,3,999,1,failure,no
7140,39,admin.,single,high.school,no,no,no,cellular,jul,mon,419.0,7,999,0,nonexistent,no
7141,28,admin.,married,high.school,no,yes,no,telephone,may,fri,236.0,2,999,0,nonexistent,no
7142,37,student,married,professional.course,unknown,no,no,cellular,aug,thu,266.0,1,999,0,nonexistent,no
7143,46,management,married,unknown,no,yes,no,cellular,nov,thu,121.0,1,999,0,nonexistent,no
7144,38,technician,single,professional.course,no,no,no,cellular,jun,thu,138.0,1,999,0,nonexistent,no
7145,28,admin.,married,high.school,no,no,no,telephone,jun,tue,98.0,1,999,0,nonexistent,no
7146,38,admin.,married,basic.9y,no,yes,no,cellular,may,tue,69.0,1,999,1,failure,no
7147,29,admin.,married,high.school,no,yes,no,cellular,may,mon,767.0,2,999,0,nonexistent,yes
7148,50,technician,married,basic.9y,no,yes,no,telephone,nov,mon,55.0,2,999,0,nonexistent,no
7149,25,blue-collar,single,basic.4y,no,no,no,telephone,may,fri,196.0,1,999,0,nonexistent,no
7150,40,technician,single,university.degree,no,yes,no,cellular,aug,tue,173.0,1,999,0,nonexistent,no
7151,46,unemployed,married,basic.9y,no,yes,no,cellular,aug,thu,64.0,1,999,0,nonexistent,no
7152,33,blue-collar,married,professional.course,no,yes,no,telephone,may,wed,161.0,4,999,0,nonexistent,no
7153,53,management,married,high.school,no,yes,no,cellular,apr,thu,280.0,2,999,1,failure,no
7154,29,admin.,single,university.degree,no,yes,no,cellular,nov,fri,24.0,5,999,0,nonexistent,no
7155,48,unemployed,married,high.school,unknown,yes,no,telephone,jun,fri,334.0,1,999,0,nonexistent,no
7156,46,services,married,high.school,no,yes,no,cellular,apr,mon,180.0,1,999,0,nonexistent,no
7157,35,technician,single,high.school,no,no,no,cellular,nov,wed,515.0,5,999,0,nonexistent,no
7158,27,admin.,single,university.degree,unknown,yes,no,cellular,jul,tue,282.0,1,999,0,nonexistent,no
7159,34,technician,married,professional.course,no,yes,no,telephone,mar,mon,129.0,1,6,1,success,no
7160,42,admin.,single,university.degree,no,no,no,cellular,jul,tue,125.0,4,999,0,nonexistent,no
7161,30,admin.,single,university.degree,no,yes,no,cellular,nov,mon,324.0,2,999,0,nonexistent,no
7162,52,admin.,divorced,university.degree,no,yes,yes,cellular,nov,tue,183.0,1,999,0,nonexistent,no
7163,28,blue-collar,married,basic.6y,unknown,yes,no,telephone,jun,wed,167.0,1,999,0,nonexistent,no
7164,49,admin.,divorced,high.school,no,yes,no,cellular,jun,fri,169.0,1,999,0,nonexistent,no
7165,39,services,divorced,high.school,no,no,no,telephone,jun,thu,81.0,1,999,0,nonexistent,no
7166,35,blue-collar,married,basic.9y,unknown,no,no,cellular,jul,fri,90.0,1,999,0,nonexistent,no
7167,84,retired,divorced,basic.4y,unknown,yes,yes,cellular,oct,mon,138.0,4,3,1,success,no
7168,28,entrepreneur,married,basic.4y,unknown,no,no,telephone,may,wed,117.0,1,999,0,nonexistent,no
7169,35,admin.,married,university.degree,no,yes,no,cellular,aug,thu,28.0,10,999,0,nonexistent,no
7170,54,blue-collar,married,unknown,unknown,yes,no,cellular,apr,fri,113.0,2,999,0,nonexistent,no
7171,25,services,single,high.school,no,no,no,cellular,may,thu,646.0,5,999,0,nonexistent,yes
7172,46,management,married,university.degree,no,yes,no,cellular,nov,mon,123.0,1,999,0,nonexistent,no
7173,35,management,married,university.degree,no,no,no,telephone,may,thu,112.0,2,999,0,nonexistent,no
7174,49,technician,married,high.school,unknown,no,no,cellular,may,mon,222.0,4,999,1,failure,no
7175,38,blue-collar,married,basic.4y,unknown,yes,no,cellular,jul,tue,71.0,2,999,0,nonexistent,no
7176,45,admin.,married,high.school,no,no,no,telephone,jun,fri,48.0,5,999,0,nonexistent,no
7177,35,self-employed,single,university.degree,no,no,no,cellular,jul,thu,609.0,1,999,0,nonexistent,no
7178,52,retired,married,basic.4y,no,no,no,telephone,jun,wed,633.0,1,999,0,nonexistent,yes
7179,38,blue-collar,married,basic.9y,no,yes,no,cellular,jul,wed,217.0,9,999,0,nonexistent,no
7180,55,entrepreneur,married,university.degree,unknown,no,no,cellular,nov,tue,86.0,1,999,0,nonexistent,no
7181,21,admin.,single,high.school,no,no,no,cellular,apr,thu,97.0,2,999,0,nonexistent,no
7182,34,admin.,married,high.school,no,yes,no,cellular,aug,thu,103.0,1,999,0,nonexistent,no
7183,44,admin.,married,high.school,no,yes,no,cellular,may,wed,346.0,1,999,0,nonexistent,no
7184,33,admin.,married,university.degree,no,yes,no,cellular,aug,mon,702.0,1,999,0,nonexistent,no
7185,55,blue-collar,married,basic.9y,unknown,yes,no,telephone,jun,tue,103.0,6,999,0,nonexistent,no
7186,53,unknown,married,unknown,no,no,no,telephone,jun,fri,258.0,18,999,0,nonexistent,no
7187,43,management,married,university.degree,unknown,yes,yes,cellular,apr,fri,307.0,1,999,0,nonexistent,no
7188,32,technician,married,professional.course,no,yes,no,cellular,aug,tue,185.0,2,999,0,nonexistent,no
7189,57,retired,married,basic.9y,no,no,no,cellular,aug,tue,388.0,4,999,0,nonexistent,yes
7190,47,technician,married,professional.course,no,no,no,cellular,nov,thu,93.0,3,999,0,nonexistent,no
7191,51,admin.,married,university.degree,no,yes,yes,cellular,mar,fri,201.0,3,999,1,failure,no
7192,33,services,married,basic.9y,unknown,yes,no,telephone,jul,wed,25.0,1,999,0,nonexistent,no
7193,34,blue-collar,married,basic.9y,no,no,no,cellular,may,fri,63.0,1,999,1,failure,no
7194,57,admin.,single,university.degree,no,no,no,cellular,jul,tue,105.0,1,999,0,nonexistent,no
7195,32,management,married,university.degree,no,yes,no,cellular,nov,tue,118.0,1,999,0,nonexistent,no
7196,47,admin.,married,high.school,unknown,yes,yes,cellular,jul,tue,10.0,22,999,0,nonexistent,no
7197,39,management,married,basic.6y,unknown,no,no,telephone,jun,mon,156.0,5,999,0,nonexistent,no
7198,45,blue-collar,single,basic.9y,unknown,yes,no,cellular,may,tue,623.0,1,999,0,nonexistent,no
7199,35,services,divorced,high.school,no,yes,no,cellular,sep,fri,56.0,2,999,0,nonexistent,no
7200,54,technician,married,university.degree,no,unknown,unknown,cellular,nov,mon,56.0,1,999,0,nonexistent,no
7201,49,blue-collar,married,basic.9y,unknown,yes,no,cellular,jul,thu,180.0,19,999,0,nonexistent,no
7202,50,self-employed,married,university.degree,no,no,no,telephone,jun,fri,414.0,2,999,0,nonexistent,no
7203,33,blue-collar,single,basic.4y,no,unknown,unknown,cellular,jul,mon,84.0,3,999,0,nonexistent,no
7204,27,services,married,high.school,no,yes,no,cellular,may,tue,58.0,3,999,1,failure,no
7205,36,blue-collar,single,basic.9y,no,yes,no,cellular,nov,tue,82.0,2,999,1,failure,no
7206,32,technician,married,professional.course,no,yes,no,telephone,jun,mon,127.0,2,999,0,nonexistent,no
7207,23,services,single,high.school,no,no,no,cellular,jul,tue,191.0,3,999,0,nonexistent,no
7208,48,technician,divorced,university.degree,no,yes,no,cellular,apr,thu,132.0,1,999,0,nonexistent,no
7209,35,admin.,married,university.degree,no,yes,no,cellular,may,fri,348.0,4,999,0,nonexistent,no
7210,34,technician,single,professional.course,no,unknown,unknown,telephone,may,wed,46.0,3,999,0,nonexistent,no
7211,33,blue-collar,divorced,basic.9y,no,yes,no,cellular,jul,wed,729.0,2,999,0,nonexistent,yes
7212,30,self-employed,single,high.school,no,yes,no,telephone,may,mon,201.0,1,999,0,nonexistent,no
7213,31,services,single,high.school,no,yes,no,cellular,jul,thu,59.0,2,999,0,nonexistent,no
7214,32,blue-collar,divorced,basic.9y,no,no,no,telephone,jun,wed,13.0,11,999,0,nonexistent,no
7215,28,services,single,basic.9y,no,yes,no,telephone,may,fri,148.0,2,999,0,nonexistent,no
7216,29,admin.,married,university.degree,no,yes,no,cellular,jul,mon,173.0,3,999,0,nonexistent,yes
7217,34,blue-collar,married,basic.4y,no,yes,no,cellular,jul,wed,431.0,1,999,0,nonexistent,no
7218,38,technician,married,basic.9y,no,yes,no,telephone,nov,mon,435.0,2,999,0,nonexistent,no
7219,36,housemaid,married,basic.4y,no,yes,no,cellular,jul,tue,665.0,3,999,0,nonexistent,no
7220,32,technician,single,professional.course,no,yes,no,cellular,aug,wed,281.0,2,999,0,nonexistent,no
7221,49,blue-collar,married,basic.6y,no,yes,no,cellular,aug,tue,232.0,4,999,0,nonexistent,no
7222,80,retired,married,basic.4y,no,yes,no,cellular,aug,wed,323.0,1,999,0,nonexistent,yes
7223,56,services,married,high.school,no,no,yes,cellular,jul,fri,87.0,4,999,0,nonexistent,no
7224,57,retired,married,basic.4y,no,yes,no,cellular,nov,wed,295.0,1,3,2,success,no
7225,32,technician,married,university.degree,unknown,no,no,cellular,aug,mon,418.0,5,999,0,nonexistent,yes
7226,26,blue-collar,single,basic.6y,no,no,yes,telephone,may,thu,160.0,1,999,0,nonexistent,no
7227,44,technician,single,unknown,unknown,yes,no,telephone,may,wed,231.0,1,999,0,nonexistent,no
7228,56,self-employed,married,university.degree,no,yes,no,cellular,jun,thu,88.0,3,999,0,nonexistent,no
7229,34,technician,married,university.degree,no,yes,no,cellular,aug,fri,643.0,1,999,0,nonexistent,no
7230,57,management,married,university.degree,unknown,no,no,telephone,may,tue,190.0,3,999,0,nonexistent,no
7231,56,management,married,university.degree,no,unknown,unknown,cellular,nov,tue,289.0,1,999,0,nonexistent,yes
7232,40,management,married,university.degree,unknown,no,no,cellular,may,thu,190.0,2,999,0,nonexistent,no
7233,30,services,married,high.school,no,no,no,telephone,may,thu,86.0,4,999,0,nonexistent,no
7234,59,retired,married,basic.4y,no,yes,no,cellular,aug,mon,68.0,2,999,0,nonexistent,no
7235,40,blue-collar,married,basic.9y,no,yes,no,telephone,may,tue,381.0,2,999,0,nonexistent,no
7236,42,technician,married,basic.9y,no,no,no,telephone,may,tue,610.0,2,999,0,nonexistent,no
7237,26,admin.,single,high.school,no,unknown,unknown,telephone,jun,thu,92.0,3,999,0,nonexistent,no
7238,33,services,married,high.school,no,yes,no,cellular,jul,fri,548.0,2,999,0,nonexistent,no
7239,27,services,single,high.school,no,no,no,cellular,jul,mon,1071.0,3,999,0,nonexistent,yes
7240,30,admin.,married,university.degree,no,yes,yes,telephone,jun,fri,42.0,7,999,0,nonexistent,no
7241,33,management,married,basic.9y,no,yes,no,telephone,may,wed,192.0,1,999,0,nonexistent,no
7242,55,services,single,basic.9y,no,unknown,unknown,cellular,may,thu,717.0,1,999,0,nonexistent,yes
7243,39,admin.,divorced,professional.course,no,no,no,cellular,mar,thu,593.0,4,999,1,failure,yes
7244,35,services,married,basic.9y,no,yes,no,telephone,apr,mon,26.0,4,999,2,failure,no
7245,24,entrepreneur,single,high.school,no,yes,no,telephone,jun,fri,113.0,1,999,0,nonexistent,no
7246,37,admin.,divorced,university.degree,no,yes,yes,cellular,aug,tue,211.0,2,999,0,nonexistent,no
7247,31,blue-collar,married,basic.9y,unknown,no,no,cellular,jul,fri,342.0,2,999,0,nonexistent,no
7248,26,blue-collar,married,basic.6y,no,no,no,cellular,jul,wed,236.0,5,999,0,nonexistent,no
7249,33,admin.,married,high.school,no,yes,yes,telephone,may,fri,230.0,1,999,0,nonexistent,no
7250,51,admin.,married,high.school,no,yes,no,cellular,nov,tue,109.0,1,999,0,nonexistent,no
7251,23,admin.,single,high.school,no,no,no,cellular,may,fri,13.0,8,999,0,nonexistent,no
7252,42,blue-collar,married,basic.9y,no,no,yes,cellular,may,thu,141.0,1,999,0,nonexistent,no
7253,50,admin.,married,high.school,no,no,no,cellular,nov,tue,87.0,3,999,0,nonexistent,no
7254,42,blue-collar,married,basic.4y,no,no,no,cellular,may,thu,131.0,2,999,0,nonexistent,no
7255,27,student,single,unknown,no,no,no,cellular,apr,thu,263.0,1,999,0,nonexistent,no
7256,32,blue-collar,married,high.school,unknown,no,no,telephone,may,tue,172.0,1,999,0,nonexistent,no
7257,54,technician,married,basic.9y,no,no,no,telephone,may,thu,207.0,3,999,0,nonexistent,no
7258,49,blue-collar,married,basic.4y,unknown,yes,no,cellular,aug,fri,21.0,3,999,0,nonexistent,no
7259,30,technician,married,high.school,no,yes,no,cellular,aug,tue,108.0,1,999,0,nonexistent,no
7260,30,blue-collar,married,basic.9y,no,yes,yes,cellular,may,mon,231.0,1,999,0,nonexistent,no
7261,32,admin.,single,university.degree,no,no,no,cellular,aug,thu,59.0,2,999,0,nonexistent,no
7262,50,blue-collar,married,basic.4y,unknown,yes,no,cellular,aug,fri,80.0,1,999,0,nonexistent,no
7263,41,admin.,married,university.degree,no,no,no,telephone,may,mon,128.0,2,999,0,nonexistent,no
7264,49,services,married,high.school,no,yes,yes,cellular,aug,mon,382.0,1,999,0,nonexistent,no
7265,29,blue-collar,married,professional.course,no,no,no,telephone,may,wed,34.0,8,999,0,nonexistent,no
7266,50,self-employed,married,basic.4y,unknown,no,no,telephone,may,thu,244.0,2,999,0,nonexistent,no
7267,56,self-employed,divorced,university.degree,unknown,no,no,telephone,apr,fri,42.0,1,999,0,nonexistent,no
7268,39,admin.,married,unknown,no,no,no,cellular,nov,mon,66.0,1,999,0,nonexistent,no
7269,44,admin.,single,basic.9y,unknown,no,no,telephone,may,tue,134.0,1,999,0,nonexistent,no
7270,46,blue-collar,married,basic.4y,no,no,no,telephone,may,wed,117.0,3,999,0,nonexistent,no
7271,31,admin.,married,university.degree,no,yes,no,cellular,aug,mon,513.0,4,999,0,nonexistent,no
7272,50,services,divorced,basic.4y,unknown,yes,no,telephone,jun,wed,91.0,4,999,0,nonexistent,no
7273,36,management,married,university.degree,unknown,no,no,telephone,jun,tue,65.0,13,999,0,nonexistent,no
7274,40,self-employed,single,university.degree,no,yes,no,cellular,apr,mon,379.0,3,999,0,nonexistent,no
7275,46,management,divorced,university.degree,no,yes,no,cellular,jul,fri,317.0,6,999,0,nonexistent,no
7276,44,services,married,high.school,no,yes,no,telephone,jun,thu,172.0,3,999,0,nonexistent,no
